SubRegion	GC_Beg	GC_End	PP_Beg	PP_End	PP_Ori	ABeg	AEnd
08d	149931	150004	4841287	5091286	1	4991217	4991290
08d	149967	150004	4841287	5091286	1	4991253	4991290
08d	150363	150369	4841287	5091286	1	4991649	4991655
08d	150977	151437	4841287	5091286	1	4992263	4992723
08d	151754	152099	4841287	5091286	1	4993040	4993385
08d	152647	152648	4841287	5091286	1	4993933	4993934
08d	153092	153284	4841287	5091286	1	4994378	4994570
08d	153469	153565	4841287	5091286	1	4994755	4994851
08d	153483	153565	4841287	5091286	1	4994769	4994851
08d	153552	153565	4841287	5091286	1	4994838	4994851
08d	154331	154336	4841287	5091286	1	4995617	4995622
08d	154464	154472	4841287	5091286	1	4995750	4995758
08d	155865	155868	4841287	5091286	1	4997151	4997154
08d	155865	155885	4841287	5091286	1	4997151	4997171
08d	158760	159023	4841287	5091286	1	5000046	5000309
08d	161026	161271	4841287	5091286	1	5002312	5002557
08d	161151	161271	4841287	5091286	1	5002437	5002557
08d	161177	161271	4841287	5091286	1	5002463	5002557
08d	164789	164837	4841287	5091286	1	5006075	5006123
08d	165603	166168	4841287	5091286	1	5006889	5007454
08d	165603	165614	4841287	5091286	1	5006889	5006900
08d	166418	166659	4841287	5091286	1	5007704	5007945
08d	170773	171003	4841287	5091286	1	5012059	5012289
08d	171003	174450	4841287	5091286	1	5012289	5015736
08d	171342	172789	4841287	5091286	1	5012628	5014075
08d	171342	171353	4841287	5091286	1	5012628	5012639
08d	174098	174112	4841287	5091286	1	5015384	5015398
08d	174098	174232	4841287	5091286	1	5015384	5015518
08d	175463	177079	4841287	5091286	1	5016749	5018365
08d	175499	176422	4841287	5091286	1	5016785	5017708
08d	175998	176422	4841287	5091286	1	5017284	5017708
08d	178114	178529	4841287	5091286	1	5019400	5019815
08d	178426	178529	4841287	5091286	1	5019712	5019815
08d	179503	179504	4841287	5091286	1	5020789	5020790
08d	180137	180434	4841287	5091286	1	5021423	5021720
08d	180137	180140	4841287	5091286	1	5021423	5021426
08d	180947	181357	4841287	5091286	1	5022233	5022643
08d	181978	182055	4841287	5091286	1	5023264	5023341
08d	183350	183355	4841287	5091286	1	5024636	5024641
08d	183836	183845	4841287	5091286	1	5025122	5025131
08d	185335	185814	4841287	5091286	1	5026621	5027100
08d	189369	189721	4841287	5091286	1	5030655	5031007
08d	190241	190242	4841287	5091286	1	5031527	5031528
08d	191429	191431	4841287	5091286	1	5032715	5032717
08d	193564	193605	4841287	5091286	1	5034850	5034891
08d	194599	194644	4841287	5091286	1	5035885	5035930
08d	194836	194943	4841287	5091286	1	5036122	5036229
08d	194943	194982	4841287	5091286	1	5036229	5036268
08d	195292	195661	4841287	5091286	1	5036578	5036947
08d	197760	199044	4841287	5091286	1	5039046	5040330
08d	198284	198388	4841287	5091286	1	5039570	5039674
08d	198385	198388	4841287	5091286	1	5039671	5039674
08d	200026	200183	4841287	5091286	1	5041312	5041469
08d	201781	201965	4841287	5091286	1	5043067	5043251
08d	201941	201965	4841287	5091286	1	5043227	5043251
08d	202236	203584	4841287	5091286	1	5043522	5044870
08d	202236	203633	4841287	5091286	1	5043522	5044919
08d	202236	202960	4841287	5091286	1	5043522	5044246
08d	202553	202594	4841287	5091286	1	5043839	5043880
08d	202553	202956	4841287	5091286	1	5043839	5044242
08d	202880	202960	4841287	5091286	1	5044166	5044246
08d	203121	203152	4841287	5091286	1	5044407	5044438
08d	203121	203584	4841287	5091286	1	5044407	5044870
08d	203137	203174	4841287	5091286	1	5044423	5044460
08d	203235	203633	4841287	5091286	1	5044521	5044919
08d	203957	203961	4841287	5091286	1	5045243	5045247
08d	204405	204558	4841287	5091286	1	5045691	5045844
08d	206487	206488	4841287	5091286	1	5047773	5047774
08d	206487	206490	4841287	5091286	1	5047773	5047776
08d	207203	207207	4841287	5091286	1	5048489	5048493
08d	207206	207207	4841287	5091286	1	5048492	5048493
08d	207253	207254	4841287	5091286	1	5048539	5048540
08d	208194	208335	4841287	5091286	1	5049480	5049621
08d	209340	209352	4841287	5091286	1	5050626	5050638
08d	209426	209650	4841287	5091286	1	5050712	5050936
08d	210932	210981	4841287	5091286	1	5052218	5052267
08d	211426	211691	4841287	5091286	1	5052712	5052977
08d	211547	211691	4841287	5091286	1	5052833	5052977
08d	212161	212784	4841287	5091286	1	5053447	5054070
08d	212511	212639	4841287	5091286	1	5053797	5053925
08d	212511	212784	4841287	5091286	1	5053797	5054070
08d	213565	213600	4841287	5091286	1	5054851	5054886
08d	213565	213639	4841287	5091286	1	5054851	5054925
08d	213565	214548	4841287	5091286	1	5054851	5055834
08d	213813	214548	4841287	5091286	1	5055099	5055834
08d	213813	213852	4841287	5091286	1	5055099	5055138
08d	213813	213979	4841287	5091286	1	5055099	5055265
08d	214042	214548	4841287	5091286	1	5055328	5055834
08d	214806	214946	4841287	5091286	1	5056092	5056232
08d	214806	214955	4841287	5091286	1	5056092	5056241
08d	214900	214955	4841287	5091286	1	5056186	5056241
08d	214946	214955	4841287	5091286	1	5056232	5056241
08d	220101	220173	4841287	5091286	1	5061387	5061459
08d	224926	224948	4841287	5091286	1	5066212	5066234
08d	230606	230612	4841287	5091286	1	5071892	5071898
08d	231798	231852	4841287	5091286	1	5073084	5073138
08d	231915	231928	4841287	5091286	1	5073201	5073214
08d	232077	232078	4841287	5091286	1	5073363	5073364
08d	235501	235518	4841287	5091286	1	5076787	5076804
08d	235865	236073	4841287	5091286	1	5077151	5077359
08d	235945	236073	4841287	5091286	1	5077231	5077359
08d	239925	240461	4841287	5091286	1	5081211	5081747
08d	240147	240233	4841287	5091286	1	5081433	5081519
08d	247832	247862	4841287	5091286	1	5089118	5089148
08d	247832	248145	4841287	5091286	1	5089118	5089431
08d	248055	248103	4841287	5091286	1	5089341	5089389
08d	248103	248145	4841287	5091286	1	5089389	5089431
08d	248103	248203	4841287	5091286	1	5089389	5089489
08e	570	618	5091287	5341286	1	5091856	5091904
08e	570	573	5091287	5341286	1	5091856	5091859
08e	573	618	5091287	5341286	1	5091859	5091904
08e	4914	5020	5091287	5341286	1	5096200	5096306
08e	13284	13291	5091287	5341286	1	5104570	5104577
08e	18347	19160	5091287	5341286	1	5109633	5110446
08e	18347	18981	5091287	5341286	1	5109633	5110267
08e	18347	18349	5091287	5341286	1	5109633	5109635
08e	18712	18717	5091287	5341286	1	5109998	5110003
08e	18981	19000	5091287	5341286	1	5110267	5110286
08e	19052	19160	5091287	5341286	1	5110338	5110446
08e	19059	19160	5091287	5341286	1	5110345	5110446
08e	21483	21639	5091287	5341286	1	5112769	5112925
08e	21685	21732	5091287	5341286	1	5112971	5113018
08e	24847	24886	5091287	5341286	1	5116133	5116172
08e	25976	27067	5091287	5341286	1	5117262	5118353
08e	25989	26093	5091287	5341286	1	5117275	5117379
08e	26531	26641	5091287	5341286	1	5117817	5117927
08e	26604	27067	5091287	5341286	1	5117890	5118353
08e	26604	26641	5091287	5341286	1	5117890	5117927
08e	27064	27067	5091287	5341286	1	5118350	5118353
08e	27409	27435	5091287	5341286	1	5118695	5118721
08e	28104	28280	5091287	5341286	1	5119390	5119566
08e	31571	31605	5091287	5341286	1	5122857	5122891
08e	34593	34670	5091287	5341286	1	5125879	5125956
08e	34670	34688	5091287	5341286	1	5125956	5125974
08e	34990	35047	5091287	5341286	1	5126276	5126333
08e	39674	39699	5091287	5341286	1	5130960	5130985
08e	39674	39682	5091287	5341286	1	5130960	5130968
08e	40757	40828	5091287	5341286	1	5132043	5132114
08e	43335	43383	5091287	5341286	1	5134621	5134669
08e	44134	44179	5091287	5341286	1	5135420	5135465
08e	44434	44445	5091287	5341286	1	5135720	5135731
08e	46282	46288	5091287	5341286	1	5137568	5137574
08e	46282	46324	5091287	5341286	1	5137568	5137610
08e	46465	46469	5091287	5341286	1	5137751	5137755
08e	47888	47914	5091287	5341286	1	5139174	5139200
08e	47888	47894	5091287	5341286	1	5139174	5139180
08e	48574	48578	5091287	5341286	1	5139860	5139864
08e	50841	50852	5091287	5341286	1	5142127	5142138
08e	52309	52323	5091287	5341286	1	5143595	5143609
08e	52850	52871	5091287	5341286	1	5144136	5144157
08e	52870	52871	5091287	5341286	1	5144156	5144157
08e	54049	54050	5091287	5341286	1	5145335	5145336
08e	57408	57570	5091287	5341286	1	5148694	5148856
08e	57408	57424	5091287	5341286	1	5148694	5148710
08e	57569	57570	5091287	5341286	1	5148855	5148856
08e	58002	58502	5091287	5341286	1	5149288	5149788
08e	61818	61830	5091287	5341286	1	5153104	5153116
08e	62833	62867	5091287	5341286	1	5154119	5154153
08e	67435	67508	5091287	5341286	1	5158721	5158794
08e	67487	67508	5091287	5341286	1	5158773	5158794
08e	68416	68640	5091287	5341286	1	5159702	5159926
08e	68466	68521	5091287	5341286	1	5159752	5159807
08e	68521	68640	5091287	5341286	1	5159807	5159926
08e	68636	68640	5091287	5341286	1	5159922	5159926
08e	69657	69663	5091287	5341286	1	5160943	5160949
08e	70078	70116	5091287	5341286	1	5161364	5161402
08e	73541	73815	5091287	5341286	1	5164827	5165101
08e	73631	74326	5091287	5341286	1	5164917	5165612
08e	73631	74532	5091287	5341286	1	5164917	5165818
08e	73679	73924	5091287	5341286	1	5164965	5165210
08e	73771	73800	5091287	5341286	1	5165057	5165086
08e	73924	74532	5091287	5341286	1	5165210	5165818
08e	74175	74301	5091287	5341286	1	5165461	5165587
08e	74298	74468	5091287	5341286	1	5165584	5165754
08e	75052	75181	5091287	5341286	1	5166338	5166467
08e	76805	76837	5091287	5341286	1	5168091	5168123
08e	77819	77866	5091287	5341286	1	5169105	5169152
08e	77858	77866	5091287	5341286	1	5169144	5169152
08e	80006	80009	5091287	5341286	1	5171292	5171295
08e	81471	81969	5091287	5341286	1	5172757	5173255
08e	81518	81969	5091287	5341286	1	5172804	5173255
08e	81518	81932	5091287	5341286	1	5172804	5173218
08e	81554	81932	5091287	5341286	1	5172840	5173218
08e	83721	83745	5091287	5341286	1	5175007	5175031
08e	83728	83745	5091287	5341286	1	5175014	5175031
08e	83728	83738	5091287	5341286	1	5175014	5175024
08e	85075	85136	5091287	5341286	1	5176361	5176422
08e	85075	85122	5091287	5341286	1	5176361	5176408
08e	85122	85136	5091287	5341286	1	5176408	5176422
08e	92192	92196	5091287	5341286	1	5183478	5183482
08e	92682	92691	5091287	5341286	1	5183968	5183977
08e	94175	94198	5091287	5341286	1	5185461	5185484
08e	95969	96079	5091287	5341286	1	5187255	5187365
08e	96053	96079	5091287	5341286	1	5187339	5187365
08e	102324	102349	5091287	5341286	1	5193610	5193635
08e	105594	105667	5091287	5341286	1	5196880	5196953
08e	105609	105633	5091287	5341286	1	5196895	5196919
08e	105628	105633	5091287	5341286	1	5196914	5196919
08e	105628	105667	5091287	5341286	1	5196914	5196953
08e	105989	106030	5091287	5341286	1	5197275	5197316
08e	108502	108705	5091287	5341286	1	5199788	5199991
08e	108502	108548	5091287	5341286	1	5199788	5199834
08e	108502	108688	5091287	5341286	1	5199788	5199974
08e	108622	108705	5091287	5341286	1	5199908	5199991
08e	108678	108705	5091287	5341286	1	5199964	5199991
08e	108970	108989	5091287	5341286	1	5200256	5200275
08e	109257	109258	5091287	5341286	1	5200543	5200544
08e	109257	109607	5091287	5341286	1	5200543	5200893
08e	109491	109607	5091287	5341286	1	5200777	5200893
08e	109516	109607	5091287	5341286	1	5200802	5200893
08e	109562	109607	5091287	5341286	1	5200848	5200893
08e	115040	115079	5091287	5341286	1	5206326	5206365
08e	116016	116077	5091287	5341286	1	5207302	5207363
08e	117144	117293	5091287	5341286	1	5208430	5208579
08e	117162	117293	5091287	5341286	1	5208448	5208579
08e	117162	117205	5091287	5341286	1	5208448	5208491
08e	119360	119363	5091287	5341286	1	5210646	5210649
08e	119773	120113	5091287	5341286	1	5211059	5211399
08e	119773	120864	5091287	5341286	1	5211059	5212150
08e	119949	120005	5091287	5341286	1	5211235	5211291
08e	119949	120520	5091287	5341286	1	5211235	5211806
08e	121684	121686	5091287	5341286	1	5212970	5212972
08e	121983	122002	5091287	5341286	1	5213269	5213288
08e	122467	122477	5091287	5341286	1	5213753	5213763
08e	123237	123518	5091287	5341286	1	5214523	5214804
08e	123377	123518	5091287	5341286	1	5214663	5214804
08e	123377	123478	5091287	5341286	1	5214663	5214764
08e	124738	124776	5091287	5341286	1	5216024	5216062
08e	125955	126090	5091287	5341286	1	5217241	5217376
08e	126045	126090	5091287	5341286	1	5217331	5217376
08e	126964	126966	5091287	5341286	1	5218250	5218252
08e	128207	128255	5091287	5341286	1	5219493	5219541
08e	131143	131145	5091287	5341286	1	5222429	5222431
08e	131166	131167	5091287	5341286	1	5222452	5222453
08e	131166	131367	5091287	5341286	1	5222452	5222653
08e	133169	133231	5091287	5341286	1	5224455	5224517
08e	135094	135167	5091287	5341286	1	5226380	5226453
08e	135167	135196	5091287	5341286	1	5226453	5226482
08e	135528	135692	5091287	5341286	1	5226814	5226978
08e	135582	135615	5091287	5341286	1	5226868	5226901
08e	135582	135692	5091287	5341286	1	5226868	5226978
08e	135754	135789	5091287	5341286	1	5227040	5227075
08e	136367	136385	5091287	5341286	1	5227653	5227671
08e	138392	138433	5091287	5341286	1	5229678	5229719
08e	138412	138431	5091287	5341286	1	5229698	5229717
08e	138412	138433	5091287	5341286	1	5229698	5229719
08e	142852	143136	5091287	5341286	1	5234138	5234422
08e	142961	143136	5091287	5341286	1	5234247	5234422
08e	142992	143057	5091287	5341286	1	5234278	5234343
08e	145333	145830	5091287	5341286	1	5236619	5237116
08e	145635	145830	5091287	5341286	1	5236921	5237116
08e	145740	145830	5091287	5341286	1	5237026	5237116
08e	147323	147413	5091287	5341286	1	5238609	5238699
08e	147323	147461	5091287	5341286	1	5238609	5238747
08e	147323	147661	5091287	5341286	1	5238609	5238947
08e	147587	147613	5091287	5341286	1	5238873	5238899
08e	149294	149495	5091287	5341286	1	5240580	5240781
08e	149929	150507	5091287	5341286	1	5241215	5241793
08e	149929	150684	5091287	5341286	1	5241215	5241970
08e	149988	150166	5091287	5341286	1	5241274	5241452
08e	150557	150684	5091287	5341286	1	5241843	5241970
08e	159352	159589	5091287	5341286	1	5250638	5250875
08e	159352	159405	5091287	5341286	1	5250638	5250691
08e	160030	160036	5091287	5341286	1	5251316	5251322
08e	160302	160417	5091287	5341286	1	5251588	5251703
08e	169591	169600	5091287	5341286	1	5260877	5260886
08e	169591	169704	5091287	5341286	1	5260877	5260990
08e	171031	171037	5091287	5341286	1	5262317	5262323
08e	173643	173687	5091287	5341286	1	5264929	5264973
08e	173648	173687	5091287	5341286	1	5264934	5264973
08e	174889	174951	5091287	5341286	1	5266175	5266237
08e	176786	176809	5091287	5341286	1	5268072	5268095
08e	176995	177010	5091287	5341286	1	5268281	5268296
08e	178708	178719	5091287	5341286	1	5269994	5270005
08e	179725	179784	5091287	5341286	1	5271011	5271070
08e	179761	179784	5091287	5341286	1	5271047	5271070
08e	187725	187865	5091287	5341286	1	5279011	5279151
08e	190026	190113	5091287	5341286	1	5281312	5281399
08e	190026	190140	5091287	5341286	1	5281312	5281426
08e	190268	190288	5091287	5341286	1	5281554	5281574
08e	191421	191524	5091287	5341286	1	5282707	5282810
08e	192135	192136	5091287	5341286	1	5283421	5283422
08e	195521	195563	5091287	5341286	1	5286807	5286849
08e	195521	195618	5091287	5341286	1	5286807	5286904
08e	195563	195618	5091287	5341286	1	5286849	5286904
08e	195925	195927	5091287	5341286	1	5287211	5287213
08e	196247	196313	5091287	5341286	1	5287533	5287599
08e	196295	196313	5091287	5341286	1	5287581	5287599
08e	199068	199098	5091287	5341286	1	5290354	5290384
08e	199876	199905	5091287	5341286	1	5291162	5291191
08e	201031	201091	5091287	5341286	1	5292317	5292377
08e	201031	201080	5091287	5341286	1	5292317	5292366
08e	201388	201390	5091287	5341286	1	5292674	5292676
08e	202490	202808	5091287	5341286	1	5293776	5294094
08e	203475	203531	5091287	5341286	1	5294761	5294817
08e	203530	203531	5091287	5341286	1	5294816	5294817
08e	203648	203734	5091287	5341286	1	5294934	5295020
08e	205573	205578	5091287	5341286	1	5296859	5296864
08e	205573	205792	5091287	5341286	1	5296859	5297078
08e	206176	206332	5091287	5341286	1	5297462	5297618
08e	206478	206697	5091287	5341286	1	5297764	5297983
08e	206559	206569	5091287	5341286	1	5297845	5297855
08e	206569	206625	5091287	5341286	1	5297855	5297911
08e	212960	213295	5091287	5341286	1	5304246	5304581
08e	213060	213295	5091287	5341286	1	5304346	5304581
08e	213060	213094	5091287	5341286	1	5304346	5304380
08e	213285	213295	5091287	5341286	1	5304571	5304581
08e	213546	213632	5091287	5341286	1	5304832	5304918
08e	213546	213746	5091287	5341286	1	5304832	5305032
08e	213590	213632	5091287	5341286	1	5304876	5304918
08e	213693	213746	5091287	5341286	1	5304979	5305032
08e	215068	215087	5091287	5341286	1	5306354	5306373
08e	219674	220519	5091287	5341286	1	5310960	5311805
08e	219797	219854	5091287	5341286	1	5311083	5311140
08e	220433	220458	5091287	5341286	1	5311719	5311744
08e	220433	220493	5091287	5341286	1	5311719	5311779
08e	220815	220965	5091287	5341286	1	5312101	5312251
08e	220942	220965	5091287	5341286	1	5312228	5312251
08e	222764	222821	5091287	5341286	1	5314050	5314107
08e	222764	222804	5091287	5341286	1	5314050	5314090
08e	224343	224355	5091287	5341286	1	5315629	5315641
08e	225954	225955	5091287	5341286	1	5317240	5317241
08f	2189	2215	5341287	5591286	1	5343475	5343501
08f	4560	4624	5341287	5591286	1	5345846	5345910
08f	7473	7479	5341287	5591286	1	5348759	5348765
08f	8334	8342	5341287	5591286	1	5349620	5349628
08f	10295	10360	5341287	5591286	1	5351581	5351646
08f	10667	10716	5341287	5591286	1	5351953	5352002
08f	10667	10769	5341287	5591286	1	5351953	5352055
08f	12816	12962	5341287	5591286	1	5354102	5354248
08f	12837	12962	5341287	5591286	1	5354123	5354248
08f	13296	13309	5341287	5591286	1	5354582	5354595
08f	22799	22872	5341287	5591286	1	5364085	5364158
08f	23308	23363	5341287	5591286	1	5364594	5364649
08f	23740	23741	5341287	5591286	1	5365026	5365027
08f	24446	24705	5341287	5591286	1	5365732	5365991
08f	25200	25266	5341287	5591286	1	5366486	5366552
08f	26669	26745	5341287	5591286	1	5367955	5368031
08f	26738	26745	5341287	5591286	1	5368024	5368031
08f	30285	30394	5341287	5591286	1	5371571	5371680
08f	30549	30574	5341287	5591286	1	5371835	5371860
08f	31068	31075	5341287	5591286	1	5372354	5372361
08f	31556	31571	5341287	5591286	1	5372842	5372857
08f	36399	36404	5341287	5591286	1	5377685	5377690
08f	36399	36420	5341287	5591286	1	5377685	5377706
08f	38813	38876	5341287	5591286	1	5380099	5380162
