SubRegion	GC_Beg	GC_End	ST_Beg	ST_End	ST_Ori	ABeg	AEnd
05b	110393	110659	8250001	8500000	1	8360393	8360659
05b	110659	110695	8250001	8500000	1	8360659	8360695
05b	118980	119035	8250001	8500000	1	8368980	8369035
05b	118980	118987	8250001	8500000	1	8368980	8368987
05b	122526	122667	8250001	8500000	1	8372526	8372667
05b	122526	122637	8250001	8500000	1	8372526	8372637
05b	126376	126382	8250001	8500000	1	8376376	8376382
05b	131520	131633	8250001	8500000	1	8381520	8381633
05b	131520	131529	8250001	8500000	1	8381520	8381529
05b	135133	136590	8250001	8500000	1	8385133	8386590
05b	135763	135896	8250001	8500000	1	8385763	8385896
05b	135879	135890	8250001	8500000	1	8385879	8385890
05b	135879	135896	8250001	8500000	1	8385879	8385896
05b	135879	136315	8250001	8500000	1	8385879	8386315
05b	142453	150441	8250001	8500000	1	8392453	8400441
05b	151812	153082	8250001	8500000	1	8401812	8403082
05b	152923	153082	8250001	8500000	1	8402923	8403082
05b	154156	154272	8250001	8500000	1	8404156	8404272
05b	154156	154246	8250001	8500000	1	8404156	8404246
05b	154199	154209	8250001	8500000	1	8404199	8404209
05b	154209	154272	8250001	8500000	1	8404209	8404272
05b	154246	154272	8250001	8500000	1	8404246	8404272
05b	159085	159088	8250001	8500000	1	8409085	8409088
05b	160911	161061	8250001	8500000	1	8410911	8411061
05b	161412	161534	8250001	8500000	1	8411412	8411534
05b	165265	165986	8250001	8500000	1	8415265	8415986
05b	165269	165274	8250001	8500000	1	8415269	8415274
05b	166220	166267	8250001	8500000	1	8416220	8416267
05b	168672	171146	8250001	8500000	1	8418672	8421146
05b	168861	170026	8250001	8500000	1	8418861	8420026
05b	168861	169001	8250001	8500000	1	8418861	8419001
05b	168963	169989	8250001	8500000	1	8418963	8419989
05b	168963	169001	8250001	8500000	1	8418963	8419001
05b	169847	169989	8250001	8500000	1	8419847	8419989
05b	169847	169891	8250001	8500000	1	8419847	8419891
05b	169890	169891	8250001	8500000	1	8419890	8419891
05b	169964	170026	8250001	8500000	1	8419964	8420026
05b	169964	169979	8250001	8500000	1	8419964	8419979
05b	171143	176846	8250001	8500000	1	8421143	8426846
05b	171357	171441	8250001	8500000	1	8421357	8421441
05b	172092	173068	8250001	8500000	1	8422092	8423068
05b	172092	172164	8250001	8500000	1	8422092	8422164
05b	172092	172341	8250001	8500000	1	8422092	8422341
05b	172942	172966	8250001	8500000	1	8422942	8422966
05b	173974	176775	8250001	8500000	1	8423974	8426775
05b	174133	174199	8250001	8500000	1	8424133	8424199
05b	174133	174437	8250001	8500000	1	8424133	8424437
05b	174133	174154	8250001	8500000	1	8424133	8424154
05b	174274	174437	8250001	8500000	1	8424274	8424437
05b	174612	175592	8250001	8500000	1	8424612	8425592
05b	174627	175446	8250001	8500000	1	8424627	8425446
05b	174948	175446	8250001	8500000	1	8424948	8425446
05b	175562	175601	8250001	8500000	1	8425562	8425601
05b	176487	176584	8250001	8500000	1	8426487	8426584
05b	176698	176775	8250001	8500000	1	8426698	8426775
05b	176744	176770	8250001	8500000	1	8426744	8426770
05b	178323	178380	8250001	8500000	1	8428323	8428380
05b	178359	181189	8250001	8500000	1	8428359	8431189
05b	178359	178380	8250001	8500000	1	8428359	8428380
05b	185424	188253	8250001	8500000	1	8435424	8438253
05b	185424	185630	8250001	8500000	1	8435424	8435630
05b	185552	185630	8250001	8500000	1	8435552	8435630
05b	186938	187243	8250001	8500000	1	8436938	8437243
05b	188203	188253	8250001	8500000	1	8438203	8438253
05b	195062	195110	8250001	8500000	1	8445062	8445110
05b	197241	197242	8250001	8500000	1	8447241	8447242
05b	199356	203568	8250001	8500000	1	8449356	8453568
05b	205874	206332	8250001	8500000	1	8455874	8456332
05b	205882	205914	8250001	8500000	1	8455882	8455914
05b	205882	206265	8250001	8500000	1	8455882	8456265
05b	206045	206177	8250001	8500000	1	8456045	8456177
05b	206573	206605	8250001	8500000	1	8456573	8456605
05b	207325	210165	8250001	8500000	1	8457325	8460165
05b	209040	209156	8250001	8500000	1	8459040	8459156
05b	218125	218268	8250001	8500000	1	8468125	8468268
05b	219307	219411	8250001	8500000	1	8469307	8469411
05b	219307	219958	8250001	8500000	1	8469307	8469958
05b	219652	219958	8250001	8500000	1	8469652	8469958
05b	219840	219958	8250001	8500000	1	8469840	8469958
05b	225784	225887	8250001	8500000	1	8475784	8475887
05b	225879	225887	8250001	8500000	1	8475879	8475887
05b	226441	232356	8250001	8500000	1	8476441	8482356
05b	232761	234914	8250001	8500000	1	8482761	8484914
05b	233119	233765	8250001	8500000	1	8483119	8483765
05b	233119	233164	8250001	8500000	1	8483119	8483164
05b	233321	233357	8250001	8500000	1	8483321	8483357
05b	233752	233818	8250001	8500000	1	8483752	8483818
05b	233944	236997	8250001	8500000	1	8483944	8486997
05b	234965	236997	8250001	8500000	1	8484965	8486997
05b	235299	238383	8250001	8500000	1	8485299	8488383
05b	235730	236031	8250001	8500000	1	8485730	8486031
05b	235953	235972	8250001	8500000	1	8485953	8485972
05b	236273	236874	8250001	8500000	1	8486273	8486874
05b	236566	236724	8250001	8500000	1	8486566	8486724
05b	236839	236874	8250001	8500000	1	8486839	8486874
05b	244793	244813	8250001	8500000	1	8494793	8494813
05b	246395	248911	8250001	8500000	1	8496395	8498911
05b	246584	248875	8250001	8500000	1	8496584	8498875
05b	246584	247082	8250001	8500000	1	8496584	8497082
05b	247375	247451	8250001	8500000	1	8497375	8497451
05b	247451	247612	8250001	8500000	1	8497451	8497612
05b	247721	247907	8250001	8500000	1	8497721	8497907
05b	247721	247940	8250001	8500000	1	8497721	8497940
05b	248138	248394	8250001	8500000	1	8498138	8498394
05b	248138	248911	8250001	8500000	1	8498138	8498911
05b	248700	248833	8250001	8500000	1	8498700	8498833
05b	248864	248875	8250001	8500000	1	8498864	8498875
05c	10762	11023	8500001	8904164	1	8510762	8511023
05c	17617	18089	8500001	8904164	1	8517617	8518089
05c	17617	17715	8500001	8904164	1	8517617	8517715
05c	17686	17700	8500001	8904164	1	8517686	8517700
05c	17893	17946	8500001	8904164	1	8517893	8517946
05c	18014	18089	8500001	8904164	1	8518014	8518089
05c	18956	19665	8500001	8904164	1	8518956	8519665
05c	31953	38645	8500001	8904164	1	8531953	8538645
05c	31953	32562	8500001	8904164	1	8531953	8532562
05c	32562	32648	8500001	8904164	1	8532562	8532648
05c	32647	32648	8500001	8904164	1	8532647	8532648
05c	36550	40163	8500001	8904164	1	8536550	8540163
05c	36550	36760	8500001	8904164	1	8536550	8536760
05c	36659	36692	8500001	8904164	1	8536659	8536692
05c	39317	40163	8500001	8904164	1	8539317	8540163
05c	39470	39727	8500001	8904164	1	8539470	8539727
05c	39727	39741	8500001	8904164	1	8539727	8539741
05c	40113	40163	8500001	8904164	1	8540113	8540163
05c	42519	42527	8500001	8904164	1	8542519	8542527
05c	46969	52093	8500001	8904164	1	8546969	8552093
05c	47164	48697	8500001	8904164	1	8547164	8548697
05c	48027	49056	8500001	8904164	1	8548027	8549056
05c	48027	48311	8500001	8904164	1	8548027	8548311
05c	48471	48475	8500001	8904164	1	8548471	8548475
05c	48659	48718	8500001	8904164	1	8548659	8548718
05c	50339	52298	8500001	8904164	1	8550339	8552298
05c	51059	51111	8500001	8904164	1	8551059	8551111
05c	51451	51937	8500001	8904164	1	8551451	8551937
05c	53086	56025	8500001	8904164	1	8553086	8556025
05c	53086	56382	8500001	8904164	1	8553086	8556382
05c	53086	53164	8500001	8904164	1	8553086	8553164
05c	53150	53164	8500001	8904164	1	8553150	8553164
05c	54666	54718	8500001	8904164	1	8554666	8554718
05c	57215	57218	8500001	8904164	1	8557215	8557218
05c	65062	67213	8500001	8904164	1	8565062	8567213
05c	65062	66386	8500001	8904164	1	8565062	8566386
05c	65200	65248	8500001	8904164	1	8565200	8565248
05c	65200	65205	8500001	8904164	1	8565200	8565205
05c	65234	65248	8500001	8904164	1	8565234	8565248
05c	65275	65796	8500001	8904164	1	8565275	8565796
05c	65517	65796	8500001	8904164	1	8565517	8565796
05c	65792	65796	8500001	8904164	1	8565792	8565796
05c	66359	66386	8500001	8904164	1	8566359	8566386
05c	66371	66386	8500001	8904164	1	8566371	8566386
05c	66380	66386	8500001	8904164	1	8566380	8566386
05c	67129	67213	8500001	8904164	1	8567129	8567213
05c	67129	67173	8500001	8904164	1	8567129	8567173
05c	67156	67213	8500001	8904164	1	8567156	8567213
05c	67262	67627	8500001	8904164	1	8567262	8567627
05c	67313	67627	8500001	8904164	1	8567313	8567627
05c	73650	74992	8500001	8904164	1	8573650	8574992
05c	73650	73727	8500001	8904164	1	8573650	8573727
05c	74039	75043	8500001	8904164	1	8574039	8575043
05c	74057	74176	8500001	8904164	1	8574057	8574176
05c	74057	74135	8500001	8904164	1	8574057	8574135
05c	74135	74412	8500001	8904164	1	8574135	8574412
05c	74400	74417	8500001	8904164	1	8574400	8574417
05c	74628	74641	8500001	8904164	1	8574628	8574641
05c	74719	74798	8500001	8904164	1	8574719	8574798
05c	74903	74992	8500001	8904164	1	8574903	8574992
05c	79461	79624	8500001	8904164	1	8579461	8579624
05c	79540	79624	8500001	8904164	1	8579540	8579624
05c	79618	79624	8500001	8904164	1	8579618	8579624
05c	84457	85469	8500001	8904164	1	8584457	8585469
05c	84470	84619	8500001	8904164	1	8584470	8584619
05c	84470	84473	8500001	8904164	1	8584470	8584473
05c	84470	84494	8500001	8904164	1	8584470	8584494
05c	87004	87583	8500001	8904164	1	8587004	8587583
05c	87329	87521	8500001	8904164	1	8587329	8587521
05c	87401	87448	8500001	8904164	1	8587401	8587448
05c	87515	87521	8500001	8904164	1	8587515	8587521
05c	87560	87583	8500001	8904164	1	8587560	8587583
05c	87744	90020	8500001	8904164	1	8587744	8590020
05c	92035	97692	8500001	8904164	1	8592035	8597692
05c	93142	93561	8500001	8904164	1	8593142	8593561
05c	93348	93526	8500001	8904164	1	8593348	8593526
05c	93397	93681	8500001	8904164	1	8593397	8593681
05c	97645	97693	8500001	8904164	1	8597645	8597693
05c	97645	97692	8500001	8904164	1	8597645	8597692
05c	97655	97692	8500001	8904164	1	8597655	8597692
05c	99802	103526	8500001	8904164	1	8599802	8603526
05c	101672	103526	8500001	8904164	1	8601672	8603526
05c	102255	102270	8500001	8904164	1	8602255	8602270
05c	102608	102844	8500001	8904164	1	8602608	8602844
05c	102608	102955	8500001	8904164	1	8602608	8602955
05c	102608	102875	8500001	8904164	1	8602608	8602875
05c	103363	103406	8500001	8904164	1	8603363	8603406
05c	103363	103526	8500001	8904164	1	8603363	8603526
05c	103434	103526	8500001	8904164	1	8603434	8603526
05c	104806	104863	8500001	8904164	1	8604806	8604863
05c	107881	108360	8500001	8904164	1	8607881	8608360
05c	108360	108564	8500001	8904164	1	8608360	8608564
05c	108360	108729	8500001	8904164	1	8608360	8608729
05c	108564	108729	8500001	8904164	1	8608564	8608729
05c	109362	109573	8500001	8904164	1	8609362	8609573
05c	109362	109381	8500001	8904164	1	8609362	8609381
05c	109391	109573	8500001	8904164	1	8609391	8609573
05c	124847	125162	8500001	8904164	1	8624847	8625162
05c	127699	127960	8500001	8904164	1	8627699	8627960
05c	127699	127777	8500001	8904164	1	8627699	8627777
05c	127759	127993	8500001	8904164	1	8627759	8627993
05c	127930	127993	8500001	8904164	1	8627930	8627993
05c	129963	130497	8500001	8904164	1	8629963	8630497
05c	131950	132460	8500001	8904164	1	8631950	8632460
05c	131950	132100	8500001	8904164	1	8631950	8632100
05c	141293	141615	8500001	8904164	1	8641293	8641615
05c	161915	161984	8500001	8904164	1	8661915	8661984
05c	161915	161916	8500001	8904164	1	8661915	8661916
05c	163260	163620	8500001	8904164	1	8663260	8663620
05c	163484	163620	8500001	8904164	1	8663484	8663620
05c	163490	163511	8500001	8904164	1	8663490	8663511
05c	163612	163620	8500001	8904164	1	8663612	8663620
05c	164184	164428	8500001	8904164	1	8664184	8664428
05c	164184	164245	8500001	8904164	1	8664184	8664245
05c	164237	164428	8500001	8904164	1	8664237	8664428
05c	164237	164245	8500001	8904164	1	8664237	8664245
05c	170716	171055	8500001	8904164	1	8670716	8671055
05c	170716	170917	8500001	8904164	1	8670716	8670917
05c	170817	170821	8500001	8904164	1	8670817	8670821
05c	174606	179693	8500001	8904164	1	8674606	8679693
05c	174847	174865	8500001	8904164	1	8674847	8674865
05c	175695	175704	8500001	8904164	1	8675695	8675704
05c	176049	178510	8500001	8904164	1	8676049	8678510
05c	178124	178192	8500001	8904164	1	8678124	8678192
05c	180535	180683	8500001	8904164	1	8680535	8680683
05c	180535	180536	8500001	8904164	1	8680535	8680536
05c	180655	180718	8500001	8904164	1	8680655	8680718
05c	182155	185355	8500001	8904164	1	8682155	8685355
05c	183247	183250	8500001	8904164	1	8683247	8683250
05c	185292	185355	8500001	8904164	1	8685292	8685355
05c	185314	185355	8500001	8904164	1	8685314	8685355
05c	186613	186733	8500001	8904164	1	8686613	8686733
05c	186726	186733	8500001	8904164	1	8686726	8686733
05c	186729	186733	8500001	8904164	1	8686729	8686733
05c	191571	193037	8500001	8904164	1	8691571	8693037
05c	191581	191832	8500001	8904164	1	8691581	8691832
05c	191832	192018	8500001	8904164	1	8691832	8692018
05c	191915	192018	8500001	8904164	1	8691915	8692018
05c	193848	194562	8500001	8904164	1	8693848	8694562
05c	193848	194077	8500001	8904164	1	8693848	8694077
05c	194562	194907	8500001	8904164	1	8694562	8694907
05c	195320	195839	8500001	8904164	1	8695320	8695839
05c	195320	195713	8500001	8904164	1	8695320	8695713
05c	197731	197896	8500001	8904164	1	8697731	8697896
05c	197731	197786	8500001	8904164	1	8697731	8697786
05c	197765	197786	8500001	8904164	1	8697765	8697786
05c	197786	197824	8500001	8904164	1	8697786	8697824
05c	197801	197896	8500001	8904164	1	8697801	8697896
05c	198424	198496	8500001	8904164	1	8698424	8698496
05c	200033	200040	8500001	8904164	1	8700033	8700040
05c	203673	204731	8500001	8904164	1	8703673	8704731
05c	204689	204731	8500001	8904164	1	8704689	8704731
05c	206224	214576	8500001	8904164	1	8706224	8714576
05c	210952	211810	8500001	8904164	1	8710952	8711810
05c	210952	211408	8500001	8904164	1	8710952	8711408
05c	211069	211078	8500001	8904164	1	8711069	8711078
05c	211069	211810	8500001	8904164	1	8711069	8711810
05c	211408	211810	8500001	8904164	1	8711408	8711810
05c	214576	215117	8500001	8904164	1	8714576	8715117
05c	215032	215052	8500001	8904164	1	8715032	8715052
05c	215052	215117	8500001	8904164	1	8715052	8715117
05c	219565	231868	8500001	8904164	1	8719565	8731868
05c	223929	225407	8500001	8904164	1	8723929	8725407
05c	223938	223948	8500001	8904164	1	8723938	8723948
05c	223948	225637	8500001	8904164	1	8723948	8725637
05c	224771	224790	8500001	8904164	1	8724771	8724790
05c	224789	224790	8500001	8904164	1	8724789	8724790
05c	224805	225637	8500001	8904164	1	8724805	8725637
05c	225279	225637	8500001	8904164	1	8725279	8725637
05c	227300	227308	8500001	8904164	1	8727300	8727308
05c	228908	228925	8500001	8904164	1	8728908	8728925
05c	229130	229356	8500001	8904164	1	8729130	8729356
05c	229130	229398	8500001	8904164	1	8729130	8729398
05c	229145	229356	8500001	8904164	1	8729145	8729356
05c	229207	229356	8500001	8904164	1	8729207	8729356
05c	229834	229853	8500001	8904164	1	8729834	8729853
05c	231756	231902	8500001	8904164	1	8731756	8731902
05c	231781	231868	8500001	8904164	1	8731781	8731868
05c	231810	231868	8500001	8904164	1	8731810	8731868
05c	233787	233814	8500001	8904164	1	8733787	8733814
05c	234110	234438	8500001	8904164	1	8734110	8734438
05c	234237	234550	8500001	8904164	1	8734237	8734550
05c	234970	235078	8500001	8904164	1	8734970	8735078
05c	235318	236707	8500001	8904164	1	8735318	8736707
05c	235363	236313	8500001	8904164	1	8735363	8736313
05c	235368	245298	8500001	8904164	1	8735368	8745298
05c	235675	235994	8500001	8904164	1	8735675	8735994
05c	235905	235994	8500001	8904164	1	8735905	8735994
05c	236310	236313	8500001	8904164	1	8736310	8736313
05c	236312	236313	8500001	8904164	1	8736312	8736313
05c	236543	236707	8500001	8904164	1	8736543	8736707
05c	236543	236544	8500001	8904164	1	8736543	8736544
05c	236657	236707	8500001	8904164	1	8736657	8736707
05c	238696	238916	8500001	8904164	1	8738696	8738916
05c	238876	238916	8500001	8904164	1	8738876	8738916
05c	240938	246483	8500001	8904164	1	8740938	8746483
05c	240938	240992	8500001	8904164	1	8740938	8740992
05c	240938	241278	8500001	8904164	1	8740938	8741278
05c	241027	241278	8500001	8904164	1	8741027	8741278
05c	242958	244367	8500001	8904164	1	8742958	8744367
05c	242958	243236	8500001	8904164	1	8742958	8743236
05c	243253	243366	8500001	8904164	1	8743253	8743366
05c	243317	244367	8500001	8904164	1	8743317	8744367
05c	243703	247361	8500001	8904164	1	8743703	8747361
05c	243703	243719	8500001	8904164	1	8743703	8743719
05c	243740	244367	8500001	8904164	1	8743740	8744367
05c	244359	244367	8500001	8904164	1	8744359	8744367
05c	245298	245303	8500001	8904164	1	8745298	8745303
05c	246091	246483	8500001	8904164	1	8746091	8746483
05c	246203	247288	8500001	8904164	1	8746203	8747288
05c	246479	246483	8500001	8904164	1	8746479	8746483
05c	247287	247288	8500001	8904164	1	8747287	8747288
05c	254068	254704	8500001	8904164	1	8754068	8754704
05c	254107	254126	8500001	8904164	1	8754107	8754126
05c	254107	254111	8500001	8904164	1	8754107	8754111
05c	254704	254797	8500001	8904164	1	8754704	8754797
05c	258161	258179	8500001	8904164	1	8758161	8758179
05c	258326	258333	8500001	8904164	1	8758326	8758333
05c	258326	258345	8500001	8904164	1	8758326	8758345
05c	258333	258345	8500001	8904164	1	8758333	8758345
05c	259791	259829	8500001	8904164	1	8759791	8759829
05c	261754	264527	8500001	8904164	1	8761754	8764527
05c	261754	261756	8500001	8904164	1	8761754	8761756
05c	263031	264527	8500001	8904164	1	8763031	8764527
05c	264302	264527	8500001	8904164	1	8764302	8764527
05c	264516	264527	8500001	8904164	1	8764516	8764527
05c	265113	265179	8500001	8904164	1	8765113	8765179
05c	266396	267145	8500001	8904164	1	8766396	8767145
05c	270234	270246	8500001	8904164	1	8770234	8770246
05c	270297	270333	8500001	8904164	1	8770297	8770333
05c	270540	270571	8500001	8904164	1	8770540	8770571
05c	272968	272975	8500001	8904164	1	8772968	8772975
05c	276686	276728	8500001	8904164	1	8776686	8776728
05c	277084	277345	8500001	8904164	1	8777084	8777345
05c	277086	277107	8500001	8904164	1	8777086	8777107
05c	277414	277431	8500001	8904164	1	8777414	8777431
05c	286517	286529	8500001	8904164	1	8786517	8786529
05c	292561	292985	8500001	8904164	1	8792561	8792985
05c	292561	292622	8500001	8904164	1	8792561	8792622
05c	292579	293711	8500001	8904164	1	8792579	8793711
